anno	mese	provincia	comune	giorno_settimana	ora	organo_di_rilevazione	organo_coordinatore	localizzazione_incidente	denominazione_della_strada	progressivo_chilometrico	tronco_di_strada_o_autostrada	tipo_di_strada	pavimentazione	intersezione_o_non_interse1	fondo_stradale	segnaletica	condizioni_meteorologiche	natura_incidente	tipo_veicolo_a	tipo_veicoli__b_	tipo_veicolo__c_	cilindrata__veicolo__a_	cilindrata__veicolo__b_	cilindrata__veicolo__c_	peso_totale_a_pieno_carico2	peso_totale_a_pieno_carico3	peso_totale_a_pieno_carico4	veicolo__a____circostanze_5	veicolo__a____circostanze_6	veicolo__b____circostanze_7	veicolo__b____circostanze_8	immatricolazione_veicolo__a_	immatricolazione_veicolo__b_	immatricolazione_veicolo__c_	veicolo__a___et__conducente	veicolo__a___sesso_conducente	veicolo__a___esito_conducente	veicolo__a___patente_condu9	veicolo__a___anno_rilascio10	veicolo__a___passeggeri_an11	veicolo__a___et__passegger12	veicolo__a___sesso_passegg13	veicolo__a___esito_passegg14	veicolo__a___et__passegger15	veicolo__a___sesso_passegg16	veicolo__a___esito_passegg17	veicolo__a___et__passegger18	veicolo__a___sesso_passegg19	veicolo__a___esito_passegg20	veicolo__a___et__passegger21	veicolo__a___sesso_passegg22	veicolo__a___altri_passegg23	veicolo__a___altri_passegg24	veicolo__a___altri_passegg25	veicolo__a___altri_passegg26	veicolo__b___et__conducente	veicolo__b___sesso_conducente	veicolo__b___esito_conducente	veicolo__b___patente_condu27	veicolo__b___anno_rilascio28	veicolo__b___passeggeri_an29	veicolo__b___et__passegger30	veicolo__b___sesso_passegg31	veicolo__b___esito_passegg32	veicolo__b___et__passegger33	veicolo__b___sesso_passegg34	veicolo__b___esito_passegg35	veicolo__b___et__passegger36	veicolo__b___sesso_passegg37	veicolo__b___esito_passegg38	veicolo__b___et__passegger39	veicolo__b___sesso_passegg40	veicolo__b___altri_passegg41	veicolo__b___altri_passegg42	veicolo__b___altri_passegg43	veicolo__b___altri_passegg44	veicolo__c___et__conducente	veicolo__c___sesso_conducente	veicolo__c___esito_conducente	veicolo__c___patente_condu45	veicolo__c___anno_rilascio46	veicolo__c___passeggeri_an47	veicolo__c___et__passegger48	veicolo__c___sesso_passegg49	veicolo__c___esito_passegg50	veicolo__c___et__passegger51	veicolo__c___sesso_passegg52	veicolo__c___esito_passegg53	veicolo__c___et__passegger54	veicolo__c___sesso_passegg55	veicolo__c___esito_passegg56	veicolo__c___et__passegger57	veicolo__c___sesso_passegg58	veicolo__c___altri_passegg59	veicolo__c___altri_passegg60	veicolo__c___altri_passegg61	veicolo__c___altri_passegg62	pedone_morto_1__sesso	pedone_morto_1__et_	pedone_ferito_1__sesso	pedone_ferito_1__et_	pedone_morto_2__sesso	pedone_morto_2__et_	pedone_ferito_2__sesso	pedone_ferito_2__et_	pedone_morto_3__sesso	pedone_morto_3__et_	pedone_ferito_3__sesso	pedone_ferito_3__et_	pedone_morto_4__sesso	pedone_morto_4__et_	pedone_ferito_4__sesso	pedone_ferito_4__et_	altri_veicoli_coinvolti	morti_maschi_coinvolti_su_63	morti_femmine_coinvolti_su64	feriti_maschi_coinvolti_su65	feriti_femmine_coinvolti_s66	morti_entro_24_ore	morti_entro_30_giorni	feriti	numero	peso
10	05	008	008	4	14	4	2	1	   	000	12	2	1	07	1	4	1	05	08	  	  	1296 	     	     	    	    	    	49	  	53	  	04	  	  	12	1	1	2	79	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	3	12	 	  	4	09	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046271	  1.000000000
10	05	008	055	2	19	2	2	1	   	000	12	2	1	07	1	4	1	04	16	01	  	0600 	     	     	    	    	    	21	  	36	  	01	  	  	08	1	2	1	00	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	2	78	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046275	  9.714285714
10	05	008	055	2	15	4	0	1	   	000	12	2	1	07	2	1	3	03	01	16	  	2000 	     	     	0125	    	    	36	  	20	  	  	  	  	10	1	1	1	05	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	07	1	2	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046289	 12.000000000
10	05	008	055	3	18	3	0	1	   	000	12	2	1	01	1	4	1	02	01	16	  	1600 	     	     	0600	    	    	06	  	01	  	05	04	  	08	1	1	2	99	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	2	85	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046301	  1.000000000
10	05	008	031	1	14	4	4	1	   	000	12	3	1	01	1	4	1	05	01	  	  	     	     	     	    	    	    	42	  	41	  	  	  	  	08	1	1	2	93	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046311	  1.000000000
10	05	008	031	7	16	4	4	3	001	000	12	3	1	01	1	4	1	04	16	01	01	0125 	1200 	1000 	    	    	    	05	  	11	  	09	00	02	08	1	2	8	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	12	1	1	1	98	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	07	1	1	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046314	 12.000000000
10	05	009	004	4	08	4	2	1	   	000	12	1	1	07	2	4	3	05	01	  	  	     	     	     	    	    	    	43	  	42	  	91	  	  	12	2	1	2	88	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046332	 23.400000000
10	05	010	015	1	13	2	2	1	   	000	12	2	1	03	1	4	7	04	01	01	  	1242 	0900 	     	    	    	    	03	  	01	  	10	95	  	05	2	1	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	2	2	2	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046367	  5.333333333
10	05	011	015	3	23	2	2	1	   	000	12	1	1	07	1	4	1	07	01	  	  	1200 	     	     	    	    	    	64	  	62	  	09	  	  	05	2	2	2	10	2	13	3	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046389	  1.000000000
10	05	011	015	1	16	2	2	1	   	000	12	2	1	07	1	4	7	05	01	  	  	1500 	     	     	0900	    	    	49	  	53	  	08	  	  	08	2	1	2	05	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	3	05	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046390	  1.000000000
10	05	011	015	5	18	4	4	1	   	000	12	1	1	07	1	4	1	05	08	  	  	1360 	     	     	    	    	    	49	  	53	  	07	  	  	08	1	1	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	11	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046396	  1.000000000
10	05	011	015	3	22	4	4	3	001	000	12	2	1	01	1	2	1	03	01	15	  	1399 	0049 	     	    	    	    	16	  	18	  	09	09	  	09	1	1	3	82	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	04	2	2	1	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046400	 13.227272727
10	05	011	015	3	07	4	4	1	   	000	12	3	1	04	1	4	1	01	01	01	  	1108 	0799 	     	    	    	    	08	  	16	  	96	04	  	08	1	2	9	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	05	2	2	1	07	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046401	  1.000000000
10	05	011	015	1	11	4	4	1	   	000	12	2	1	01	1	4	1	04	01	01	  	1242 	0972 	     	    	    	    	03	  	01	  	01	02	  	08	1	1	1	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	06	1	1	2	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	3	11	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046404	  1.000000000
10	05	011	015	1	14	4	4	1	   	000	12	2	1	07	1	3	1	04	01	01	  	     	     	     	    	    	    	35	  	20	  	99	08	  	12	1	2	2	91	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	13	1	1	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046410	 13.227272727
10	05	011	015	1	12	4	4	1	   	000	12	3	1	01	1	3	1	05	16	  	  	0244 	     	     	    	    	    	49	  	53	  	04	  	  	11	1	1	2	85	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	08	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046411	  1.000000000
10	05	011	020	3	13	2	2	3	001	000	12	2	1	01	2	4	3	02	01	15	  	1000 	0050 	     	    	    	    	04	  	01	  	08	10	  	06	1	1	2	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	04	2	2	0	10	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046413	  7.090909091
10	05	011	011	5	06	2	2	4	000	000	12	2	1	01	2	4	3	02	01	08	  	2495 	1596 	     	    	    	    	00	  	00	  	93	08	  	09	1	1	2	04	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	2	83	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046415	  7.090909091
10	05	011	026	1	19	2	2	6	001	000	12	2	1	07	1	4	1	02	01	16	  	1248 	0499 	     	    	    	    	00	  	00	  	01	06	  	11	1	1	2	83	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	06	1	2	1	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046420	  7.090909091
10	05	023	012	1	09	4	2	1	   	000	12	2	1	07	1	4	1	02	01	01	  	1248 	1124 	     	    	    	    	23	  	37	  	07	04	  	09	1	1	2	82	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	2	2	2	87	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046459	  1.436562074
10	05	023	025	2	22	2	0	1	   	000	12	2	1	07	1	2	1	05	16	  	  	0125 	     	     	    	    	    	00	  	00	  	07	  	  	04	1	2	1	10	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	3	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046478	  1.000000000
10	05	023	044	6	13	2	0	1	   	000	12	2	1	01	1	4	1	02	01	16	  	     	     	     	    	    	    	04	  	01	  	09	92	  	11	1	1	2	97	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	3	05	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046485	  1.000000000
10	05	023	088	1	17	2	2	5	025	000	12	2	1	03	1	4	1	02	01	01	  	1200 	1800 	     	    	    	    	04	  	01	  	07	98	  	12	1	1	2	01	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	2	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046488	 22.222222222
10	05	023	091	5	09	2	2	1	   	000	12	2	1	01	1	4	1	05	01	  	  	1598 	     	     	    	    	    	51	  	45	  	09	  	  	11	1	1	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	08	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046505	  1.000000000
10	05	023	091	1	20	2	2	1	   	000	12	2	1	01	1	4	1	02	01	16	  	0903 	0652 	     	    	    	    	04	  	01	  	91	95	  	08	1	1	2	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	2	88	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046506	  1.000000000
10	05	025	034	5	10	4	0	1	   	000	12	2	1	08	1	2	1	02	01	01	  	1124 	1997 	     	    	    	    	22	  	20	  	87	04	  	12	2	2	2	75	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	2	1	2	86	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046508	  3.250000000
10	05	025	006	4	19	2	2	1	   	000	12	2	1	07	1	1	7	08	01	  	  	1390 	     	     	    	    	    	  	  	65	  	96	  	  	09	1	2	2	81	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046510	  1.000000000
10	05	025	005	2	20	2	2	0	048	000	12	2	1	07	1	4	1	02	16	16	  	0600 	0600 	     	    	    	    	23	  	35	  	06	01	  	07	1	2	1	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	06	1	2	1	03	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046513	  5.634146341
10	05	025	021	2	05	2	2	3	050	039	12	2	1	07	1	4	7	02	01	01	  	     	     	     	    	    	    	20	  	21	  	01	01	  	10	1	1	2	01	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	2	2	2	07	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046518	  5.634146341
10	05	025	031	1	21	2	2	3	051	049	12	1	1	01	1	4	1	02	01	01	  	3000 	1800 	     	    	    	    	01	  	04	  	09	04	  	08	1	1	2	97	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	12	1	1	2	04	2	12	4	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046527	  5.634146341
10	05	025	021	2	15	4	2	1	   	000	12	2	1	07	2	4	7	06	01	14	  	1118 	     	     	    	    	    	61	  	61	  	93	  	  	10	2	1	2	01	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	2	2	7	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046534	  3.250000000
10	05	025	021	6	18	4	2	1	   	000	12	2	1	07	2	4	3	05	01	  	  	1149 	     	     	    	    	    	49	  	53	  	04	  	  	10	1	1	2	03	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	3	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046535	  1.588235294
10	05	025	006	3	09	4	4	1	   	000	12	1	1	07	2	4	3	05	01	  	  	1390 	     	     	    	    	    	49	  	51	  	06	  	  	09	1	1	2	03	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	3	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046537	  1.588235294
10	05	025	006	2	18	4	4	1	   	000	12	2	1	07	2	4	3	02	01	01	  	1686 	1595 	     	    	    	    	22	  	20	  	07	94	  	05	1	2	2	09	2	06	3	 	  	 	 	  	 	 	  	 	  	  	  	  	12	1	1	1	03	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046538	  3.250000000
10	05	025	006	6	12	4	4	3	051	000	12	2	1	07	2	4	7	03	01	01	  	1587 	1248 	     	    	    	    	23	  	35	  	99	06	  	05	1	2	2	07	2	05	4	 	  	 	 	  	 	 	  	 	  	  	  	  	08	2	1	2	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046540	  3.250000000
10	05	027	008	4	17	4	2	1	   	000	12	2	1	01	2	1	3	02	15	01	  	0049 	1598 	     	    	    	    	01	  	17	  	99	98	  	09	1	2	2	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	11	1	1	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046555	  1.000000000
10	05	027	008	6	10	2	2	6	309	078	12	2	1	03	1	3	1	02	01	01	  	1108 	2461 	     	    	    	    	01	  	06	  	06	05	  	12	1	2	1	00	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	85	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046559	 10.687500000
10	05	027	006	7	17	2	2	4	000	000	12	2	3	07	2	3	3	01	01	01	  	1108 	2993 	     	    	    	    	00	  	00	  	96	04	  	08	2	2	2	97	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	2	95	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046569	  1.000000000
10	05	027	033	5	19	2	2	1	   	000	12	2	1	01	1	4	7	02	01	01	  	     	     	     	    	    	    	04	  	01	  	91	02	  	12	1	1	2	85	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	2	2	2	07	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046570	  1.000000000
10	05	027	033	5	16	2	2	1	   	000	12	2	1	01	1	4	1	02	01	14	  	1200 	     	     	    	    	    	01	  	04	  	07	  	  	12	1	1	2	79	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	03	1	2	7	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046573	  1.000000000
10	05	027	033	6	23	2	2	1	   	000	12	2	1	01	1	4	1	02	16	01	  	     	     	     	    	    	    	01	  	06	  	09	01	  	08	1	2	1	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	87	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046575	  1.000000000
10	05	027	023	1	14	2	0	1	   	000	12	2	1	01	1	4	1	03	01	01	  	     	     	     	    	    	    	00	  	00	  	97	05	  	11	1	2	2	87	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	2	87	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046576	  1.000000000
10	05	027	034	2	07	2	2	1	   	000	12	3	1	07	1	1	1	04	01	01	  	2400 	1400 	     	    	    	    	21	  	22	  	98	04	  	09	1	2	2	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	10	2	1	2	74	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046588	  1.000000000
10	05	027	037	7	18	2	0	5	   	000	  	2	1	01	2	4	3	02	01	01	  	     	     	     	    	    	    	00	  	00	  	07	08	  	11	1	1	 	85	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	05	1	2	 	08	2	13	3	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	046600	 10.687500000
10	05	027	024	3	17	4	2	1	   	000	12	3	1	01	1	4	7	02	01	01	  	1229 	1984 	     	    	    	    	17	  	01	  	05	05	  	08	1	2	2	03	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	2	1	2	91	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046604	  1.000000000
10	05	028	062	5	21	2	2	2	091	043	12	2	1	07	1	4	1	10	01	  	  	1000 	     	     	    	    	    	72	  	75	  	95	  	  	08	1	2	2	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046623	  1.115384615
10	05	028	036	2	01	2	2	5	070	000	12	2	1	08	1	4	1	02	01	01	  	2500 	1242 	     	    	    	    	20	  	  	  	97	07	  	08	1	1	2	90	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	2	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046631	 19.322580645
10	05	028	001	6	01	2	2	2	250	000	12	1	1	02	1	2	1	02	01	16	  	1600 	0125 	     	    	    	    	02	  	01	  	03	10	  	10	1	1	2	10	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	07	1	2	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	046668	 19.322580645
